ApplicationID,CandidateID,JobID,SourcingChannel,ApplicationDate,CurrentStage,RecruitmentCost,Gender,Ethnicity
APP01252,CAND19668,JOB022,Company Website,2025-06-12,Rejected,0,Female,Asian
APP01253,CAND41296,JOB029,Employee Referral,2026-01-27,Withdrawn,0,Female,Black
APP01254,CAND55679,JOB029,LinkedIn,2026-01-29,Withdrawn,15,Female,Two or More
APP01255,CAND26966,JOB024,Indeed,2025-02-11,Hired,0,Female,Black
APP01256,CAND39055,JOB044,Recruitment Agency,2026-02-17,Hired,12200,Female,White
APP01257,CAND27464,JOB001,Indeed,2025-05-25,Withdrawn,0,Female,Asian
APP01258,CAND73759,JOB041,LinkedIn,2025-07-07,Rejected,15,Male,Hispanic
APP01259,CAND16193,JOB031,Indeed,2025-03-08,Rejected,0,Male,Black
APP01260,CAND68998,JOB003,Indeed,2025-05-30,Rejected,0,Male,Asian
APP01261,CAND19337,JOB012,Indeed,2026-04-04,Rejected,0,Female,White
APP01262,CAND85728,JOB022,Employee Referral,2025-06-17,Withdrawn,0,Female,White
APP01263,CAND26257,JOB026,Company Website,2025-04-30,Withdrawn,0,Male,White
APP01264,CAND50764,JOB032,Indeed,2025-09-26,Rejected,0,Male,Black
APP01265,CAND30052,JOB025,Employee Referral,2025-02-08,Withdrawn,0,Male,Asian
APP01266,CAND82477,JOB038,Indeed,2025-05-15,Rejected,0,Female,Asian
APP01267,CAND65421,JOB032,LinkedIn,2025-09-05,Rejected,15,Female,White
APP01268,CAND91698,JOB010,Indeed,2025-10-23,Withdrawn,0,Male,White
APP01269,CAND48581,JOB009,LinkedIn,2025-11-05,Rejected,15,Male,White
APP01270,CAND74964,JOB016,Indeed,2026-04-14,Rejected,0,Male,Asian
APP01271,CAND35018,JOB019,LinkedIn,2025-10-13,Rejected,15,Female,Black
APP01272,CAND67370,JOB009,Indeed,2025-11-15,Hired,0,Male,Asian
APP01273,CAND16303,JOB004,LinkedIn,2025-11-07,Rejected,15,Female,Black
APP01274,CAND77621,JOB042,LinkedIn,2025-04-08,Withdrawn,15,Male,White
APP01275,CAND36171,JOB027,Employee Referral,2026-03-31,Withdrawn,0,Female,Hispanic
APP01276,CAND48701,JOB007,Company Website,2025-10-19,Withdrawn,0,Male,White
APP01277,CAND17286,JOB027,LinkedIn,2026-04-13,Rejected,15,Prefer not to say,White
APP01278,CAND82649,JOB001,Company Website,2025-05-31,Rejected,0,Male,White
APP01279,CAND21493,JOB019,LinkedIn,2025-11-03,Rejected,15,Male,White
APP01280,CAND52331,JOB035,LinkedIn,2025-06-21,Withdrawn,15,Male,White
APP01281,CAND44924,JOB028,LinkedIn,2025-05-14,Rejected,15,Female,Asian
APP01282,CAND45423,JOB042,LinkedIn,2025-05-09,Rejected,15,Male,White
APP01283,CAND33279,JOB037,Company Website,2025-09-07,Rejected,0,Female,White
APP01284,CAND88827,JOB019,LinkedIn,2025-11-09,Rejected,15,Male,White
APP01285,CAND55109,JOB018,Indeed,2025-12-06,Withdrawn,0,Male,White
APP01286,CAND99153,JOB005,LinkedIn,2025-12-17,Withdrawn,15,Non-Binary,Asian
APP01287,CAND99436,JOB010,LinkedIn,2025-10-26,Withdrawn,15,Female,Black
APP01288,CAND14866,JOB045,LinkedIn,2025-04-06,Withdrawn,15,Male,White
APP01289,CAND37046,JOB044,LinkedIn,2026-01-28,Rejected,15,Male,White
APP01290,CAND64607,JOB045,LinkedIn,2025-04-05,Withdrawn,15,Female,Asian
APP01291,CAND71281,JOB002,Company Website,2025-04-30,Withdrawn,0,Female,Hispanic
APP01292,CAND23357,JOB007,LinkedIn,2025-10-27,Rejected,15,Male,White
APP01293,CAND93710,JOB028,Company Website,2025-05-30,Rejected,0,Female,Hispanic
APP01294,CAND13723,JOB030,LinkedIn,2025-12-14,Withdrawn,15,Male,Asian
APP01295,CAND92000,JOB010,Company Website,2025-11-03,Withdrawn,0,Male,White
APP01296,CAND66604,JOB019,LinkedIn,2025-11-06,Rejected,15,Female,White
APP01297,CAND20412,JOB039,LinkedIn,2026-01-20,Rejected,15,Male,White
APP01298,CAND49760,JOB030,Company Website,2025-12-24,Withdrawn,0,Non-Binary,Asian
APP01299,CAND19331,JOB034,Company Website,2025-03-26,Rejected,0,Female,Two or More
APP01300,CAND99886,JOB031,LinkedIn,2025-04-06,Rejected,15,Non-Binary,Hispanic
APP01301,CAND18143,JOB030,LinkedIn,2026-01-22,Rejected,15,Female,White
APP01302,CAND93863,JOB006,Company Website,2025-03-21,Rejected,0,Female,Asian
APP01303,CAND23390,JOB030,LinkedIn,2025-12-16,Rejected,15,Male,Black
APP01304,CAND18151,JOB038,Employee Referral,2025-05-21,Rejected,0,Prefer not to say,Hispanic
APP01305,CAND32015,JOB045,Indeed,2025-04-28,Hired,0,Male,White
APP01306,CAND58032,JOB003,Indeed,2025-06-08,Rejected,0,Male,White
APP01307,CAND59366,JOB022,LinkedIn,2025-06-04,Withdrawn,15,Female,Asian
APP01308,CAND56979,JOB008,LinkedIn,2025-03-01,Rejected,15,Female,White
APP01309,CAND74026,JOB015,Indeed,2026-03-07,Withdrawn,0,Female,Hispanic
APP01310,CAND86766,JOB010,LinkedIn,2025-10-08,Withdrawn,15,Male,Asian
APP01311,CAND71079,JOB012,LinkedIn,2026-03-18,Withdrawn,15,Male,Asian
APP01312,CAND86678,JOB029,Employee Referral,2026-01-26,Withdrawn,0,Male,Hispanic
APP01313,CAND65028,JOB019,Indeed,2025-11-02,Withdrawn,0,Male,Asian
APP01314,CAND45740,JOB023,Employee Referral,2025-10-27,Rejected,0,Male,White
APP01315,CAND52792,JOB043,Company Website,2025-03-17,Withdrawn,0,Prefer not to say,White
APP01316,CAND38025,JOB032,Company Website,2025-09-24,Withdrawn,0,Male,White
APP01317,CAND61825,JOB030,LinkedIn,2026-01-20,Rejected,15,Female,Asian
APP01318,CAND82051,JOB012,Company Website,2026-04-13,Hired,0,Male,Asian
APP01319,CAND38682,JOB001,Indeed,2025-05-05,Withdrawn,0,Female,Black
APP01320,CAND17886,JOB013,LinkedIn,2025-03-20,Withdrawn,15,Female,White
APP01321,CAND46157,JOB007,LinkedIn,2025-10-05,Withdrawn,15,Male,White
APP01322,CAND44083,JOB012,LinkedIn,2026-04-09,Rejected,15,Male,White
APP01323,CAND98605,JOB016,LinkedIn,2026-04-19,Rejected,15,Female,White
APP01324,CAND65797,JOB007,LinkedIn,2025-10-06,Rejected,15,Female,Asian
APP01325,CAND67512,JOB004,Indeed,2025-11-24,Withdrawn,0,Male,White
APP01326,CAND14889,JOB018,Company Website,2025-12-02,Rejected,0,Non-Binary,Hispanic
APP01327,CAND79783,JOB040,LinkedIn,2025-06-21,Rejected,15,Female,White
APP01328,CAND32074,JOB006,Company Website,2025-03-10,Withdrawn,0,Male,White
APP01329,CAND44986,JOB025,Indeed,2025-02-08,Withdrawn,0,Female,White
APP01330,CAND57288,JOB028,LinkedIn,2025-05-26,Withdrawn,15,Male,Two or More
APP01331,CAND39394,JOB020,Indeed,2025-06-18,Rejected,0,Male,Black
APP01332,CAND35630,JOB036,Company Website,2025-12-21,Withdrawn,0,Male,Black
APP01333,CAND98869,JOB012,Company Website,2026-04-01,Hired,0,Male,Asian
APP01334,CAND91405,JOB028,Company Website,2025-06-05,Rejected,0,Female,Hispanic
APP01335,CAND71060,JOB021,LinkedIn,2025-01-27,Rejected,15,Male,White
APP01336,CAND53771,JOB014,Company Website,2025-03-02,Withdrawn,0,Male,White
APP01337,CAND68505,JOB018,LinkedIn,2025-11-22,Withdrawn,15,Male,White
APP01338,CAND38124,JOB023,Recruitment Agency,2025-10-27,Withdrawn,0,Male,Asian
APP01339,CAND39621,JOB017,LinkedIn,2025-10-15,Rejected,15,Male,White
APP01340,CAND85709,JOB040,LinkedIn,2025-06-19,Rejected,15,Male,Hispanic
APP01341,CAND31012,JOB029,LinkedIn,2025-12-26,Rejected,15,Female,Asian
APP01342,CAND36613,JOB013,Company Website,2025-03-05,Hired,0,Male,White
APP01343,CAND49542,JOB033,LinkedIn,2025-01-26,Rejected,15,Female,Hispanic
APP01344,CAND85945,JOB032,Employee Referral,2025-10-02,Rejected,0,Male,White
APP01345,CAND53892,JOB037,LinkedIn,2025-09-19,Rejected,15,Male,White
APP01346,CAND55667,JOB018,LinkedIn,2025-11-20,Withdrawn,15,Prefer not to say,White
APP01347,CAND66361,JOB036,LinkedIn,2025-12-11,Withdrawn,15,Non-Binary,White
APP01348,CAND32545,JOB029,LinkedIn,2026-01-19,Rejected,15,Male,White
APP01349,CAND38591,JOB032,Employee Referral,2025-09-01,Rejected,0,Male,White
APP01350,CAND50624,JOB008,Indeed,2025-04-05,Withdrawn,0,Female,White
APP01351,CAND27593,JOB029,Company Website,2025-12-28,Rejected,0,Male,Asian
APP01352,CAND43226,JOB005,LinkedIn,2025-12-23,Withdrawn,15,Prefer not to say,White
APP01353,CAND67519,JOB039,Indeed,2026-01-26,Withdrawn,0,Male,White
APP01354,CAND93004,JOB026,Company Website,2025-04-28,Withdrawn,0,Non-Binary,Hispanic
APP01355,CAND58221,JOB012,LinkedIn,2026-03-23,Withdrawn,15,Male,White
APP01356,CAND41199,JOB044,LinkedIn,2026-02-22,Withdrawn,15,Male,White
APP01357,CAND79313,JOB035,Indeed,2025-06-09,Rejected,0,Male,Black
APP01358,CAND68375,JOB011,LinkedIn,2025-12-26,Rejected,15,Female,White
APP01359,CAND98519,JOB035,Recruitment Agency,2025-05-21,Withdrawn,0,Male,Hispanic
APP01360,CAND57839,JOB021,LinkedIn,2025-01-27,Rejected,15,Female,White
APP01361,CAND43501,JOB038,LinkedIn,2025-05-04,Withdrawn,15,Female,White
APP01362,CAND81314,JOB003,Employee Referral,2025-06-03,Rejected,0,Male,Two or More
APP01363,CAND69330,JOB036,Recruitment Agency,2025-12-23,Withdrawn,0,Male,Asian
APP01364,CAND69605,JOB002,Employee Referral,2025-04-15,Rejected,0,Non-Binary,White
APP01365,CAND67133,JOB023,LinkedIn,2025-10-19,Rejected,15,Female,White
APP01366,CAND71292,JOB006,LinkedIn,2025-04-05,Withdrawn,15,Male,White
APP01367,CAND35762,JOB034,LinkedIn,2025-04-06,Rejected,15,Prefer not to say,Asian
APP01368,CAND32840,JOB043,Recruitment Agency,2025-04-02,Rejected,0,Male,White
APP01369,CAND99930,JOB012,LinkedIn,2026-03-15,Rejected,15,Male,White
APP01370,CAND39866,JOB018,LinkedIn,2025-12-02,Rejected,15,Male,White
APP01371,CAND98332,JOB034,LinkedIn,2025-04-15,Rejected,15,Male,White
APP01372,CAND66880,JOB009,Company Website,2025-12-08,Withdrawn,0,Male,White
APP01373,CAND23054,JOB019,LinkedIn,2025-10-08,Withdrawn,15,Female,Black
APP01374,CAND51924,JOB044,LinkedIn,2026-01-30,Withdrawn,15,Prefer not to say,Hispanic
APP01375,CAND99008,JOB006,Indeed,2025-04-01,Rejected,0,Male,White
APP01376,CAND57434,JOB013,LinkedIn,2025-03-21,Rejected,15,Male,Asian
APP01377,CAND36042,JOB002,Recruitment Agency,2025-04-16,Withdrawn,0,Male,Asian
APP01378,CAND37569,JOB032,LinkedIn,2025-09-12,Withdrawn,15,Female,Hispanic
APP01379,CAND68279,JOB035,Indeed,2025-06-09,Rejected,0,Male,Asian
APP01380,CAND57106,JOB017,LinkedIn,2025-11-03,Withdrawn,15,Male,White
APP01381,CAND15919,JOB002,Company Website,2025-04-06,Rejected,0,Male,Asian
APP01382,CAND11723,JOB039,LinkedIn,2026-01-22,Rejected,15,Female,White
APP01383,CAND34253,JOB008,LinkedIn,2025-02-24,Rejected,15,Female,Asian
APP01384,CAND67613,JOB036,Company Website,2025-12-30,Withdrawn,0,Male,White
APP01385,CAND68057,JOB015,Employee Referral,2026-02-22,Rejected,0,Female,Asian
APP01386,CAND10258,JOB029,Recruitment Agency,2026-01-21,Withdrawn,0,Female,Black
APP01387,CAND26663,JOB024,LinkedIn,2025-02-17,Rejected,15,Female,White
APP01388,CAND28152,JOB040,LinkedIn,2025-06-29,Withdrawn,15,Male,Black
APP01389,CAND82062,JOB007,Recruitment Agency,2025-10-17,Withdrawn,0,Male,Hispanic
APP01390,CAND27133,JOB033,LinkedIn,2025-02-15,Hired,15,Male,White
APP01391,CAND31101,JOB032,LinkedIn,2025-09-18,Withdrawn,15,Female,Asian
APP01392,CAND51928,JOB022,Company Website,2025-06-26,Rejected,0,Female,White
APP01393,CAND66477,JOB015,Employee Referral,2026-03-15,Withdrawn,0,Female,White
APP01394,CAND42885,JOB011,Indeed,2026-01-13,Rejected,0,Male,White
APP01395,CAND71018,JOB004,LinkedIn,2025-11-28,Hired,15,Male,White
APP01396,CAND49467,JOB044,Indeed,2026-02-21,Withdrawn,0,Female,White
APP01397,CAND99375,JOB020,Recruitment Agency,2025-06-28,Withdrawn,0,Male,Hispanic
APP01398,CAND66549,JOB011,Indeed,2026-01-17,Rejected,0,Prefer not to say,White
APP01399,CAND28219,JOB039,Company Website,2026-01-10,Rejected,0,Non-Binary,Hispanic
APP01400,CAND54281,JOB036,Company Website,2026-01-05,Rejected,0,Female,Asian
APP01401,CAND25187,JOB021,Indeed,2025-01-16,Rejected,0,Male,White
APP01402,CAND45023,JOB005,LinkedIn,2025-11-18,Rejected,15,Prefer not to say,Hispanic
APP01403,CAND39703,JOB009,Indeed,2025-11-06,Rejected,0,Male,Asian
APP01404,CAND30810,JOB015,Company Website,2026-03-05,Withdrawn,0,Male,Hispanic
APP01405,CAND55995,JOB023,Indeed,2025-11-09,Rejected,0,Male,White
APP01406,CAND58507,JOB039,LinkedIn,2026-02-06,Withdrawn,15,Female,Asian
APP01407,CAND18847,JOB017,LinkedIn,2025-09-30,Rejected,15,Male,White
APP01408,CAND26416,JOB024,Indeed,2025-02-16,Withdrawn,0,Male,White
APP01409,CAND55376,JOB033,LinkedIn,2025-02-16,Withdrawn,15,Female,Hispanic
APP01410,CAND61651,JOB019,LinkedIn,2025-10-22,Rejected,15,Non-Binary,Asian
APP01411,CAND86000,JOB018,LinkedIn,2025-10-31,Rejected,15,Non-Binary,White
APP01412,CAND99142,JOB025,Employee Referral,2025-02-19,Withdrawn,0,Male,White
APP01413,CAND19944,JOB027,Employee Referral,2026-04-09,Rejected,0,Male,Asian
APP01414,CAND49083,JOB015,Company Website,2026-02-21,Rejected,0,Male,White
APP01415,CAND92248,JOB042,LinkedIn,2025-05-10,Withdrawn,15,Male,White
APP01416,CAND45687,JOB012,Indeed,2026-04-13,Rejected,0,Female,Hispanic
APP01417,CAND50499,JOB033,Company Website,2025-01-19,Rejected,0,Prefer not to say,Asian
APP01418,CAND92477,JOB039,LinkedIn,2026-01-09,Withdrawn,15,Male,White
APP01419,CAND36702,JOB037,Company Website,2025-08-28,Withdrawn,0,Female,Asian
APP01420,CAND44561,JOB026,Indeed,2025-05-17,Rejected,0,Non-Binary,Hispanic
APP01421,CAND98570,JOB045,LinkedIn,2025-04-01,Withdrawn,15,Male,White
APP01422,CAND22439,JOB015,Indeed,2026-02-15,Withdrawn,0,Male,Hispanic
APP01423,CAND84668,JOB039,Recruitment Agency,2026-01-24,Rejected,0,Male,Hispanic
APP01424,CAND71807,JOB042,Indeed,2025-04-23,Hired,0,Male,Asian
APP01425,CAND85591,JOB021,Indeed,2025-02-11,Rejected,0,Non-Binary,Asian
APP01426,CAND84143,JOB042,LinkedIn,2025-04-11,Rejected,15,Female,White
APP01427,CAND51390,JOB029,Indeed,2026-01-18,Rejected,0,Male,White
APP01428,CAND42653,JOB045,Indeed,2025-04-05,Withdrawn,0,Male,White
APP01429,CAND75966,JOB002,LinkedIn,2025-04-27,Withdrawn,15,Female,White
APP01430,CAND34541,JOB007,LinkedIn,2025-10-26,Hired,15,Male,White
APP01431,CAND41013,JOB031,Indeed,2025-04-17,Rejected,0,Female,White
APP01432,CAND86023,JOB031,LinkedIn,2025-04-10,Rejected,15,Male,White
APP01433,CAND40405,JOB001,LinkedIn,2025-05-12,Rejected,15,Male,Asian
APP01434,CAND40206,JOB034,LinkedIn,2025-04-19,Rejected,15,Male,Black
APP01435,CAND55688,JOB040,LinkedIn,2025-06-17,Rejected,15,Male,White
APP01436,CAND47496,JOB010,LinkedIn,2025-10-17,Rejected,15,Female,Hispanic
APP01437,CAND61265,JOB023,LinkedIn,2025-11-25,Rejected,15,Male,White
APP01438,CAND26466,JOB036,LinkedIn,2025-12-11,Rejected,15,Female,Black
APP01439,CAND71420,JOB008,LinkedIn,2025-04-03,Withdrawn,15,Female,White
APP01440,CAND73001,JOB023,Employee Referral,2025-11-27,Withdrawn,0,Male,Asian
APP01441,CAND15186,JOB043,LinkedIn,2025-03-13,Rejected,15,Male,Asian
APP01442,CAND14747,JOB044,LinkedIn,2026-02-25,Rejected,15,Male,White
APP01443,CAND29743,JOB035,Recruitment Agency,2025-06-14,Rejected,0,Male,Hispanic
APP01444,CAND59890,JOB028,Employee Referral,2025-06-20,Withdrawn,0,Male,White
APP01445,CAND62005,JOB004,Employee Referral,2025-11-18,Withdrawn,0,Male,Asian
APP01446,CAND59364,JOB006,LinkedIn,2025-03-04,Rejected,15,Male,White
APP01447,CAND57878,JOB008,LinkedIn,2025-03-29,Withdrawn,15,Male,Black
APP01448,CAND55224,JOB018,Indeed,2025-11-12,Rejected,0,Male,Asian
APP01449,CAND45531,JOB023,LinkedIn,2025-11-08,Withdrawn,15,Female,White
APP01450,CAND67852,JOB011,Company Website,2025-12-28,Rejected,0,Male,Asian
APP01451,CAND44280,JOB018,LinkedIn,2025-11-19,Rejected,15,Female,White
APP01452,CAND24720,JOB026,LinkedIn,2025-05-15,Withdrawn,15,Male,White
APP01453,CAND84415,JOB006,Employee Referral,2025-03-02,Withdrawn,0,Male,Black
APP01454,CAND88711,JOB042,Indeed,2025-04-20,Rejected,0,Female,White
APP01455,CAND14227,JOB006,Company Website,2025-03-29,Withdrawn,0,Female,White
APP01456,CAND47625,JOB013,Indeed,2025-02-28,Rejected,0,Female,White
APP01457,CAND75852,JOB034,LinkedIn,2025-04-02,Rejected,15,Male,White
APP01458,CAND60750,JOB027,Company Website,2026-04-25,Withdrawn,0,Male,Asian
APP01459,CAND73843,JOB021,LinkedIn,2025-02-11,Rejected,15,Male,Asian
APP01460,CAND19066,JOB032,Indeed,2025-09-07,Rejected,0,Female,White
APP01461,CAND25719,JOB024,LinkedIn,2025-02-17,Withdrawn,15,Male,Asian
APP01462,CAND62309,JOB027,LinkedIn,2026-04-14,Rejected,15,Male,White
APP01463,CAND76090,JOB042,LinkedIn,2025-05-03,Rejected,15,Female,White
APP01464,CAND62201,JOB021,Company Website,2025-01-19,Hired,0,Female,Asian
APP01465,CAND59253,JOB005,LinkedIn,2025-11-21,Withdrawn,15,Male,Black
APP01466,CAND35557,JOB041,Employee Referral,2025-07-02,Withdrawn,0,Male,Asian
APP01467,CAND17670,JOB015,LinkedIn,2026-03-12,Rejected,15,Male,Asian
APP01468,CAND86736,JOB006,Indeed,2025-04-11,Rejected,0,Female,White
APP01469,CAND89152,JOB015,Company Website,2026-03-14,Withdrawn,0,Non-Binary,White
APP01470,CAND55160,JOB012,Company Website,2026-04-17,Withdrawn,0,Female,White
APP01471,CAND61771,JOB017,LinkedIn,2025-10-18,Withdrawn,15,Female,White
APP01472,CAND39311,JOB022,Indeed,2025-06-02,Rejected,0,Male,White
APP01473,CAND14038,JOB038,LinkedIn,2025-06-01,Rejected,15,Male,White
APP01474,CAND50311,JOB043,LinkedIn,2025-03-23,Rejected,15,Male,Hispanic
APP01475,CAND38764,JOB033,LinkedIn,2025-02-16,Rejected,15,Female,Black
APP01476,CAND88371,JOB003,LinkedIn,2025-05-15,Withdrawn,15,Male,Asian
APP01477,CAND52977,JOB010,LinkedIn,2025-11-11,Withdrawn,15,Female,Asian
APP01478,CAND74181,JOB041,Company Website,2025-06-16,Rejected,0,Male,Black
APP01479,CAND27259,JOB011,LinkedIn,2026-01-09,Rejected,15,Female,Asian
APP01480,CAND98499,JOB018,LinkedIn,2025-11-01,Rejected,15,Prefer not to say,Asian
APP01481,CAND38857,JOB044,Employee Referral,2026-02-01,Withdrawn,0,Female,White
APP01482,CAND23803,JOB036,Indeed,2025-12-30,Withdrawn,0,Male,Asian
APP01483,CAND19213,JOB004,LinkedIn,2025-10-27,Withdrawn,15,Female,White
APP01484,CAND53141,JOB041,Company Website,2025-06-26,Withdrawn,0,Male,Asian
APP01485,CAND31058,JOB032,LinkedIn,2025-09-11,Rejected,15,Male,White
APP01486,CAND11437,JOB012,LinkedIn,2026-03-17,Rejected,15,Female,Hispanic
APP01487,CAND65294,JOB017,Company Website,2025-10-12,Rejected,0,Male,White
APP01488,CAND46803,JOB044,LinkedIn,2026-03-03,Withdrawn,15,Male,Hispanic
APP01489,CAND73544,JOB033,LinkedIn,2025-01-20,Rejected,15,Female,Asian
APP01490,CAND83068,JOB023,Company Website,2025-11-03,Rejected,0,Male,White
APP01491,CAND31433,JOB018,LinkedIn,2025-11-18,Rejected,15,Male,White
APP01492,CAND23248,JOB045,Indeed,2025-04-18,Rejected,0,Female,Hispanic
APP01493,CAND36311,JOB035,LinkedIn,2025-06-19,Withdrawn,15,Female,Black
APP01494,CAND33641,JOB016,LinkedIn,2026-04-27,Rejected,15,Male,White
APP01495,CAND67298,JOB027,LinkedIn,2026-04-12,Rejected,15,Female,Black
APP01496,CAND88337,JOB033,LinkedIn,2025-02-23,Withdrawn,15,Female,White
APP01497,CAND33896,JOB008,Company Website,2025-03-27,Rejected,0,Male,White
APP01498,CAND66705,JOB024,Indeed,2025-01-31,Rejected,0,Female,Asian
APP01499,CAND83269,JOB003,Indeed,2025-06-14,Withdrawn,0,Male,White
APP01500,CAND13741,JOB031,Recruitment Agency,2025-03-28,Rejected,0,Male,Black
APP01501,CAND95142,JOB014,Indeed,2025-03-05,Hired,0,Male,White
APP01502,CAND49879,JOB042,LinkedIn,2025-04-14,Withdrawn,15,Male,Asian
APP01503,CAND45001,JOB039,Indeed,2025-12-28,Withdrawn,0,Female,Hispanic
APP01504,CAND37296,JOB010,Company Website,2025-10-09,Withdrawn,0,Male,White
APP01505,CAND90514,JOB031,LinkedIn,2025-03-17,Withdrawn,15,Male,Asian
APP01506,CAND46180,JOB033,LinkedIn,2025-02-14,Rejected,15,Male,White
APP01507,CAND65912,JOB041,LinkedIn,2025-07-05,Rejected,15,Female,White
APP01508,CAND22417,JOB017,Employee Referral,2025-10-15,Rejected,0,Male,Hispanic
APP01509,CAND26660,JOB015,Indeed,2026-02-28,Rejected,0,Female,White
APP01510,CAND15271,JOB045,LinkedIn,2025-03-28,Rejected,15,Male,White
APP01511,CAND61268,JOB013,Company Website,2025-03-26,Rejected,0,Female,Black
APP01512,CAND96865,JOB012,LinkedIn,2026-03-19,Rejected,15,Female,White
APP01513,CAND50434,JOB042,LinkedIn,2025-04-18,Rejected,15,Female,Asian
APP01514,CAND64826,JOB028,LinkedIn,2025-05-26,Rejected,15,Male,Asian
APP01515,CAND12716,JOB006,LinkedIn,2025-04-10,Rejected,15,Male,White
APP01516,CAND15080,JOB014,Indeed,2025-02-28,Rejected,0,Female,White
APP01517,CAND22362,JOB024,Employee Referral,2025-02-13,Withdrawn,0,Male,White
APP01518,CAND57241,JOB026,LinkedIn,2025-05-08,Rejected,15,Female,Asian
APP01519,CAND33645,JOB017,Indeed,2025-11-03,Rejected,0,Female,Hispanic
APP01520,CAND61844,JOB018,LinkedIn,2025-10-27,Withdrawn,15,Male,White
APP01521,CAND15167,JOB004,LinkedIn,2025-11-30,Withdrawn,15,Male,White
APP01522,CAND56532,JOB013,Indeed,2025-02-20,Rejected,0,Female,Black
APP01523,CAND14833,JOB001,LinkedIn,2025-05-03,Rejected,15,Male,White
APP01524,CAND79533,JOB029,LinkedIn,2025-12-28,Rejected,15,Male,Asian
APP01525,CAND36884,JOB038,Company Website,2025-05-20,Withdrawn,0,Female,White
APP01526,CAND87426,JOB013,LinkedIn,2025-03-05,Rejected,15,Female,White
APP01527,CAND30877,JOB007,LinkedIn,2025-10-03,Withdrawn,15,Male,Hispanic
APP01528,CAND87415,JOB042,Company Website,2025-04-17,Withdrawn,0,Male,White
APP01529,CAND21182,JOB022,Company Website,2025-06-17,Withdrawn,0,Male,Hispanic
APP01530,CAND57723,JOB035,LinkedIn,2025-06-19,Rejected,15,Female,White
APP01531,CAND11859,JOB002,Indeed,2025-04-29,Rejected,0,Female,Two or More
APP01532,CAND82382,JOB003,Recruitment Agency,2025-06-22,Withdrawn,0,Male,Asian
APP01533,CAND62320,JOB019,Company Website,2025-10-19,Withdrawn,0,Male,White
APP01534,CAND84354,JOB007,LinkedIn,2025-10-12,Rejected,15,Male,White
APP01535,CAND90739,JOB031,Company Website,2025-04-01,Rejected,0,Female,White
APP01536,CAND88840,JOB004,LinkedIn,2025-11-02,Rejected,15,Male,Asian
APP01537,CAND76106,JOB022,LinkedIn,2025-06-24,Withdrawn,15,Female,Black
APP01538,CAND20174,JOB001,Recruitment Agency,2025-04-27,Withdrawn,0,Non-Binary,White
APP01539,CAND82157,JOB015,Company Website,2026-02-21,Withdrawn,0,Male,White
APP01540,CAND35439,JOB012,Employee Referral,2026-03-20,Rejected,0,Male,Black
APP01541,CAND13037,JOB013,LinkedIn,2025-03-29,Rejected,15,Male,White
APP01542,CAND49682,JOB035,Indeed,2025-05-26,Rejected,0,Female,White
APP01543,CAND26258,JOB038,Indeed,2025-06-01,Rejected,0,Male,White
APP01544,CAND76373,JOB033,Employee Referral,2025-02-09,Rejected,0,Female,White
APP01545,CAND23643,JOB028,Indeed,2025-05-15,Rejected,0,Female,White
APP01546,CAND68809,JOB012,Company Website,2026-04-03,Rejected,0,Female,White
APP01547,CAND77831,JOB035,LinkedIn,2025-05-29,Rejected,15,Male,Asian
APP01548,CAND93686,JOB005,LinkedIn,2025-12-17,Withdrawn,15,Male,White
APP01549,CAND72968,JOB042,Indeed,2025-05-06,Rejected,0,Male,Asian
APP01550,CAND68358,JOB008,Employee Referral,2025-03-29,Rejected,0,Male,White
APP01551,CAND40894,JOB002,Recruitment Agency,2025-04-26,Withdrawn,0,Male,White
APP01552,CAND52301,JOB045,LinkedIn,2025-04-20,Withdrawn,15,Male,Asian
APP01553,CAND80214,JOB034,LinkedIn,2025-03-09,Hired,15,Male,White
APP01554,CAND61837,JOB030,Company Website,2026-01-19,Rejected,0,Male,White
APP01555,CAND51175,JOB039,LinkedIn,2026-01-24,Rejected,15,Female,Black
APP01556,CAND98728,JOB021,LinkedIn,2025-02-09,Rejected,15,Male,White
APP01557,CAND79901,JOB034,LinkedIn,2025-04-07,Hired,15,Male,Black
APP01558,CAND93593,JOB040,LinkedIn,2025-07-06,Hired,15,Male,White
APP01559,CAND62484,JOB001,LinkedIn,2025-05-19,Rejected,15,Female,Black
APP01560,CAND25691,JOB031,LinkedIn,2025-04-10,Rejected,15,Male,White
APP01561,CAND97622,JOB040,LinkedIn,2025-07-19,Withdrawn,15,Male,White
APP01562,CAND55614,JOB033,LinkedIn,2025-01-22,Rejected,15,Male,Asian
APP01563,CAND40859,JOB038,LinkedIn,2025-06-10,Rejected,15,Male,White
APP01564,CAND41429,JOB002,Indeed,2025-04-27,Rejected,0,Male,Black
APP01565,CAND29433,JOB009,LinkedIn,2025-11-09,Withdrawn,15,Female,White
APP01566,CAND48802,JOB027,Company Website,2026-04-12,Hired,0,Male,White
APP01567,CAND73499,JOB022,Indeed,2025-06-15,Withdrawn,0,Male,White
APP01568,CAND69137,JOB011,LinkedIn,2025-12-22,Withdrawn,15,Female,White
APP01569,CAND17415,JOB015,Indeed,2026-03-02,Rejected,0,Male,White
APP01570,CAND65750,JOB011,LinkedIn,2025-12-24,Rejected,15,Male,Asian
APP01571,CAND71988,JOB014,Company Website,2025-03-31,Rejected,0,Female,Black
